,date,debate_name,debate_section,speaker,speech,speaking_time_seconds,candidate,bow_representation
5852,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,I do think no one above the law and this president who is lawless should not be above the law. But I will tell you Rachel the one thing when  out doing as much campaigning as I have done 400 events all 99 counties in Iowa this is not the number one issue the American people ask us about. It not. They want to know what  going to do for healthcare how we are going to lower pharmaceutical prices how we are going to build infrastructure what  going to do to create jobs in their communities. You know last year in our country 80% of the money for startup businesses went to 50 counties in this country. T over 3000 counties in this country. That what they care about. They care about  going on in the public schools. They care about  going on with jobs in their communities with their pay with their healthcare with infrastructure. These are the issues these kind of kitchen table pocketbook issues are actually what most Americans care about. They never ask about the Mueller report.,,True,"[('law', 2), ('lawless', 1), ('but', 1), ('rachel', 1), ('campaign', 1), ('do', 1), ('event', 1), ('county', 3), ('iowa', 1), ('american', 2), ('they', 4), ('go', 7), ('healthcare', 2), ('lower', 1), ('pharmaceutical', 1), ('price', 1), ('build', 1), ('infrastructure', 2), ('job', 2), ('community', 2), ('you', 1), ('money', 1), ('startup', 1), ('business', 1), ('that', 1), ('care', 4), ('public', 1), ('school', 1), ('pay', 1), ('these', 1), ('issue', 2), ('kitchen', 1), ('table', 1), ('pocketbook', 1), ('mueller', 1), ('report', 1)]"
5854,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,They never ask about They want to know how  going to solve these problems.,,True,"[('they', 2), ('go', 1), ('solve', 1), ('problem', 1)]"
5857,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Amy Klobuchar,I  agree with what the congressman is saying but if we let the Republicans run our election and if we do not do something about Russian interference in the election and we let Mitch McConnell stop all the backup paper ballots then  not going to get what we want to do-,,True,"[('congressman', 1), ('say', 1), ('republican', 1), ('election', 2), ('russian', 1), ('interference', 1), ('mitch', 1), ('mcconnell', 1), ('backup', 1), ('paper', 1), ('ballot', 1), ('go', 1), ('do', 1)]"
5858,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd,I got to sneak in a We blew through a break which is good news to give you more time. So I got to sneak one in now. More of this debate. It picking up here. It continues right after this.,,False,"[('get', 2), ('sneak', 2), ('blew', 1), ('news', 1), ('give', 1), ('more', 1), ('pick', 1), ('continue', 1)]"
5859,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Lester Holt,We are back from Miami and  time now for closing statements. Each candidate has 45 seconds. We want to begin with former Congressman John Delaney.,,False,"[('miami', 1), ('closing', 1), ('statement', 1), ('each', 1), ('candidate', 1), ('second', 1), ('former', 1), ('congressman', 1), ('john', 1), ('delaney', 1)]"
5862,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,John Delaney,Together we are on a mission.  on a mission to find the America  been lost; lost through in-fighting lost through inaction.  so much better than this.  a country that used to do things. We saved the world. We created the American dream for millions of people like myself the grandson of immigrants the son of a union electrician who went on to become a successful business leader and create thousands of jobs.,,True,"[('together', 1), ('mission', 2), ('find', 1), ('america', 1), ('lose', 3), ('infighting', 1), ('inaction', 1), ('well', 1), ('use', 1), ('thing', 1), ('save', 1), ('world', 1), ('create', 1), ('american', 1), ('dream', 1), ('million', 1), ('grandson', 1), ('immigrant', 1), ('son', 1), ('union', 1), ('electrician', 1), ('go', 1), ('become', 1), ('successful', 1), ('business', 1), ('leader', 1), ('thousand', 1), ('job', 1)]"
5863,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,John Delaney,But we did these things with real solutions not with impossible promises. And those are the roots that we have to get back to.  running for president to solve these problems to build infrastructure to fix our broken healthcare system to invest in communities that have been left behind to improve public education.,,True,"[('but', 1), ('thing', 1), ('solution', 1), ('impossible', 1), ('promise', 1), ('and', 1), ('root', 1), ('run', 1), ('solve', 1), ('problem', 1), ('build', 1), ('infrastructure', 1), ('fix', 1), ('broken', 1), ('healthcare', 1), ('system', 1), ('invest', 1), ('community', 1), ('left', 1), ('behind', 1), ('improve', 1), ('public', 1), ('education', 1)]"
5864,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,John Delaney,I just  want to be your president to be your president.,,True,[]
5868,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,John Delaney,This is not about me. This is about getting America working again.,,True,"[('this', 2), ('get', 1), ('america', 1), ('work', 1)]"
5871,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Bill de Blasio,It matters. It matters in this fight for the heart and soul of our party that we nominate a candidate who has seen the face of poverty and  just talk about it but gave people 15 dollar minimum wage. It matters that we nominate a candidate who saw the destruction wrought by a broken healthcare system and gave people universal healthcare. It matters that we choose someone who saw the wasted potential of our children denied Pre-K and gave it to every single one of them for free.,,False,"[('matter', 4), ('fight', 1), ('heart', 1), ('soul', 1), ('party', 1), ('nominate', 2), ('candidate', 2), ('see', 1), ('poverty', 1), ('give', 3), ('dollar', 1), ('minimum', 1), ('wage', 1), ('saw', 2), ('destruction', 1), ('wrought', 1), ('broken', 1), ('healthcare', 2), ('system', 1), ('universal', 1), ('choose', 1), ('waste', 1), ('potential', 1), ('child', 1), ('deny', 1), ('prek', 1), ('free', 1)]"
5872,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Bill de Blasio,These things really matter. And these are the things that  done in New York. And I want to do the same for this whole country because putting working people first it matters. We need to be that party again. Let work together. With your help we can put working people first again in America.,,False,"[('these', 1), ('thing', 2), ('and', 2), ('do', 1), ('new', 1), ('york', 1), ('whole', 1), ('put', 1), ('work', 3), ('matter', 1), ('party', 1), ('let', 1), ('together', 1), ('with', 1), ('america', 1)]"
5875,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Chuck Todd,rudi and I have three grandchildren. We love them all. And when I was thinking about whether to run for president I made a decision. I decided that on my last day on earth I wanted to look them in the eye and tell them I did everything humanly possible to protect them from the ravages of the climate crisis. And I know to a moral certainty if we do not have the next president who commits to this as a top priority it  get done.,,False,"[('rudi', 1), ('grandchild', 1), ('love', 1), ('and', 2), ('think', 1), ('make', 1), ('decision', 1), ('decide', 1), ('earth', 1), ('want', 1), ('eye', 1), ('everything', 1), ('humanly', 1), ('possible', 1), ('protect', 1), ('ravage', 1), ('climate', 1), ('crisis', 1), ('moral', 1), ('certainty', 1), ('commits', 1), ('top', 1), ('priority', 1), ('do', 1)]"
5876,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Chuck Todd,And I am the only candidate. Frankly  surprised. I am the only candidate who made this commitment to make it the top priority. If you join me in that recognition of how important this is we can have a unified national mission. We can save ourselves. We can save our children. We can save our grandchildren. And we can save literally the life on this planet. This is our moment.,,False,"[('and', 2), ('candidate', 2), ('frankly', 1), ('surprised', 1), ('make', 1), ('commitment', 1), ('top', 1), ('priority', 1), ('join', 1), ('recognition', 1), ('unified', 1), ('national', 1), ('mission', 1), ('save', 4), ('child', 1), ('grandchild', 1), ('literally', 1), ('life', 1), ('planet', 1), ('this', 1), ('moment', 1)]"
5879,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Tim Ryan, nothing worse than not being heard. Nothing worse than not being seen. And I know that because  represented for 17 years in Congress a forgotten community.  tried to divide us who white who black who gay who straight who a man who a woman and they ran away with all the gold because they divided the working class. It time for us to come together. I  know how you feel but  ready to play some offense.,,True,"[('nothing', 2), ('worse', 2), ('heard', 1), ('see', 1), ('and', 1), ('represent', 1), ('year', 1), ('congress', 1), ('forgotten', 1), ('community', 1), ('try', 1), ('divide', 2), ('white', 1), ('black', 1), ('gay', 1), ('straight', 1), ('man', 1), ('woman', 1), ('ran', 1), ('gold', 1), ('work', 1), ('class', 1), ('together', 1), ('feel', 1), ('ready', 1), ('play', 1), ('offense', 1)]"
5880,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Tim Ryan,I come from the middle of industrial America but these problems are all over our country. T a tent city in LA. T homeless people and people around our country who  afford a home. It time for us to get back on track. The teacher in Texas the nurse in New Hampshire the waitress in Wisconsin all of us coming together playing offense with an agenda that lifts everybody up.,,True,"[('middle', 1), ('industrial', 1), ('america', 1), ('problem', 1), ('tent', 1), ('city', 1), ('homeless', 1), ('afford', 1), ('home', 1), ('track', 1), ('the', 1), ('teacher', 1), ('texas', 1), ('nurse', 1), ('new', 1), ('hampshire', 1), ('waitress', 1), ('wisconsin', 1), ('come', 1), ('together', 1), ('play', 1), ('offense', 1), ('agenda', 1), ('lift', 1), ('everybody', 1)]"
5882,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Tim Ryan,I will only promise you one thing. When I walk into that oval office every morning you will not be forgotten.,,True,"[('promise', 1), ('when', 1), ('walk', 1), ('oval', 1), ('office', 1), ('morning', 1), ('forgotten', 1)]"
5886,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Tulsi Gabbard,Our nation was founded on the principles of service above self people who fled kings who literally prospered on the backs and the sacrifices of people. Coming here to this country instead putting in place a government that is of by and for the people. But  not what we have. Instead we have a government that is of by and for the rich and powerful. This must end.,,True,"[('our', 1), ('nation', 1), ('found', 1), ('principle', 1), ('service', 1), ('self', 1), ('flee', 1), ('king', 1), ('literally', 1), ('prosper', 1), ('back', 1), ('sacrifice', 1), ('come', 1), ('instead', 2), ('put', 1), ('government', 2), ('but', 1), ('rich', 1), ('powerful', 1), ('this', 1), ('end', 1)]"
5887,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Closing Statements,Tulsi Gabbard,As president our White House our White House will be a beacon of light providing hope and opportunity ushering in a new century where every single person will be able to get the healthcare they need; where we will have clean air to breathe and clean water to drink; where we will have good paying jobs and a new green economy. Join me in ushering this new century with peace prosperity opportunity and justice for all.,,True,"[('white', 2), ('house', 2), ('beacon', 1), ('light', 1), ('provide', 1), ('hope', 1), ('opportunity', 2), ('usher', 2), ('century', 2), ('person', 1), ('able', 1), ('healthcare', 1), ('clean', 2), ('air', 1), ('breathe', 1), ('water', 1), ('drink', 1), ('pay', 1), ('job', 1), ('green', 1), ('economy', 1), ('join', 1), ('peace', 1), ('prosperity', 1), ('justice', 1)]"
